plate,state,license_type,summons_number,issue_date,violation_time,violation,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,county,issuing_agency,summons_image,violation_status
LKH1154,NY,PAS,9116825779,3/15/2024,08:07A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPVkdNelQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LKH1154,NY,PAS,9116825780,3/15/2024,08:08A,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPVkdNMFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
A48PBF,NJ,PAS,9116825792,3/15/2024,08:09A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPVkdNMVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LGN3616,PA,PAS,9116825871,3/15/2024,08:23A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPVkdjelRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
HCD5056,TX,PAS,9116825883,3/15/2024,08:25A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPVkdjMFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
RSP9742,NC,PAS,9116825895,3/15/2024,08:39A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPVkdjMVRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
X15SJD,NJ,PAS,9116825901,3/15/2024,08:41A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPVkd0M1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KRV3681,NY,PAS,9116825913,3/15/2024,08:43A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPVkd0NFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
68ABZV,FL,PAS,9116825937,3/15/2024,08:48A,FIRE HYDRANT,115,0,0,0,0.0,115.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPVkd0NlRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
W13847,MA,PAS,9116825950,3/15/2024,09:06A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPVkdzeFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
N48RLK,NJ,PAS,9116825986,3/15/2024,09:11A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPVkdzMFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KVZ6696,NY,999,9116826000,3/15/2024,09:12A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWtGM1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KJD9516,NY,PAS,9116826024,3/15/2024,09:15A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWtGNVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
JKJ3537,NY,PAS,9116826036,3/15/2024,09:15A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWtGNlRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
JPM4330,NY,PAS,9116826048,3/15/2024,09:16A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWtFd1QwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
S458BX,NY,PAS,9116825743,3/15/2024,07:47A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,35.0,0.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPVkdNd1RYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KKZ1733,NY,PAS,9116825664,3/15/2024,07:33A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,35,0.0,0.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPVkZreVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",HEARING HELD-NOT GUILTY
LGL7829,NY,PAS,9116825822,3/15/2024,08:14A,BIKE LANE,115,0,0,0,115.0,0.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPVkdkNVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LXR3517,PA,PAS,9116826050,3/15/2024,09:19A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWtFeFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
HHH6852,NY,PAS,9116826061,3/15/2024,09:21A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWtFeVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KHY3507,NY,PAS,9116826073,3/15/2024,09:22A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWtFelRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
Y29EHW,NJ,PAS,9116826115,3/15/2024,09:26A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWtWNFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
FRZ1579,NY,PAS,9116826127,3/15/2024,09:27A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWtWNVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",HEARING PENDING
Q557866,IL,PAS,9116826139,3/15/2024,09:36A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWtWNlQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
TSM,RI,PAS,9116826140,3/15/2024,09:40A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWtVd1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
JKE1137,NY,PAS,9116826152,3/15/2024,09:41A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWtVeFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
HPW2060,NY,PAS,9116826164,3/15/2024,09:42A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWtVeVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KDY7111,NY,PAS,9116826176,3/15/2024,09:42A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWtVelRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KDY7111,NY,PAS,9116826188,3/15/2024,09:43A,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWtVMFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KYF6016,NY,PAS,9116826206,3/15/2024,09:45A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWtsM1RtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KYF6016,NY,PAS,9116826218,3/15/2024,09:46A,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWtsNFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LYJ4016,PA,PAS,9116826220,3/15/2024,09:49A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWtsNVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
851940T,NJ,PAS,9116826243,3/15/2024,09:54A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWtrd1RYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KKY2811,NY,PAS,9116826255,3/15/2024,09:55A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWtreFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
ZG0M7T,MO,PAS,9116826267,3/15/2024,09:56A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWtreVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
URC4391,VA,PAS,9116826279,3/15/2024,09:57A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWtrelQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
802272T,NJ,PAS,9116826280,3/15/2024,09:59A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWtrMFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
1130810,WY,PAS,9116826292,3/15/2024,10:00A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWtrMVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LDF2760,NY,PAS,9116826334,3/15/2024,10:04A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWsxNlRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
BD42046,CT,PAS,9116826401,3/15/2024,10:12A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWxGM1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
MJH7147,PA,PAS,9116826413,3/15/2024,10:13A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWxGNFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KRH3687,NY,PAS,9116826450,3/15/2024,10:19A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWxFeFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KPM4587,NY,PAS,9116826085,3/15/2024,09:22A,NO PARKING-STREET CLEANING,65,0,0,0,65.0,0.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWtFMFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
N20SNR,NJ,PAS,9116826498,3/15/2024,10:24A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWxFMVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
R80HGX,NJ,PAS,9116826504,3/15/2024,10:29A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWxWM1RrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
2AD418,MO,PAS,9116826516,3/15/2024,10:30A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWxWNFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LFJ6829,NY,PAS,9116826528,3/15/2024,10:31A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWxWNVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
MCP9385,PA,PAS,9116826530,3/18/2024,07:07A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWxWNlRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LEM2578,NY,PAS,9116826565,3/18/2024,07:10A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWxVeVRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
XADR38,NJ,PAS,9116826577,3/18/2024,07:11A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWxVelRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
JSB1890,NY,PAS,9116826589,3/18/2024,07:12A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWxVMFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
JSB1890,NY,PAS,9116826590,3/18/2024,07:13A,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWxVMVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LGY8089,NY,PAS,9116826619,3/18/2024,07:15A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWxsNFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LDK4466,NY,PAS,9116826620,3/18/2024,07:17A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWxsNVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
GZY3259,NY,PAS,9116826668,3/18/2024,07:24A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWxreVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
JCY3521,NY,PAS,9116826681,3/18/2024,07:27A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWxrMFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LGE7485,NY,PAS,9116826693,3/18/2024,07:28A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,94,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWxrMVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
GFE9455,NY,PAS,9116826723,3/18/2024,08:10A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYW1ONVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KXZ7559,NY,PAS,9116826747,3/18/2024,08:14A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYW1Nd1RuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KWR9819,NY,PAS,9116826759,3/18/2024,08:16A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYW1NeFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
K72RKN,NJ,PAS,9116826784,3/18/2024,08:19A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYW1NMFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
L89RRJ,NJ,PAS,9116826796,3/18/2024,08:21A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYW1NMVRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
RAB8990,MS,PAS,9116826802,3/18/2024,08:23A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYW1kM1RXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
BC51150,IL,PAS,9116826814,3/18/2024,08:37A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYW1kNFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KZK3500,PA,PAS,9116826838,3/18/2024,08:39A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYW1kNlQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LCC1790,NY,PAS,9116826840,3/18/2024,09:09A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYW1jd1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KPT4464,NY,PAS,9116826863,3/18/2024,09:12A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYW1jeVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KEU6926,OH,PAS,9116826474,3/15/2024,10:22A,NO PARKING-STREET CLEANING,65,0,0,0,65.0,0.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYWxFelRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
JPS6802,NY,PAS,9116826887,3/18/2024,09:13A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYW1jMFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
HCH5291,NY,PAS,9116826899,3/18/2024,09:15A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYW1jMVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
5JLL91,MA,PAS,9116826917,3/18/2024,09:19A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYW10NFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KHZ4940,NY,PAS,9116826930,3/18/2024,09:25A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYW10NlRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
Y29EHW,NJ,PAS,9116826954,3/18/2024,09:29A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYW1zeFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LBW6824,NY,PAS,9116826966,3/18/2024,09:31A,FIRE HYDRANT,115,0,0,0,0.0,115.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYW1zeVRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KZJ1136,NY,PAS,9116826978,3/18/2024,09:32A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYW1zelQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KZJ1136,NY,PAS,9116826980,3/18/2024,09:32A,INSP STICKER-MUTILATED/C'FEIT,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPYW1zMFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
3DS446,OK,PAS,9116827016,3/18/2024,09:46A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWtGNFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KSR9559,NY,PAS,9116827030,3/18/2024,09:49A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWtGNlRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
1THY53,MA,PAS,9116827041,3/18/2024,09:50A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWtFd1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KMX8501,NY,PAS,9116827053,3/18/2024,09:51A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWtFeFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
P62SYZ,NJ,PAS,9116827065,3/18/2024,09:51A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWtFeVRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KHX3517,NY,PAS,9116827107,3/18/2024,09:56A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,90,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2xPZWtWM1RuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
